,Unnamed: 0,time,Day,Hour,Price,ERR,Date
1936,1936,2022-04-28 07:16:48.677357,Thursday,07:16,7.0,,2022-04-28
1937,1937,2022-04-28 07:17:13.756855,Thursday,07:17,7.0,,2022-04-28
1938,1938,2022-04-28 07:17:38.849469,Thursday,07:17,7.0,,2022-04-28
1939,1939,2022-04-28 07:18:03.963940,Thursday,07:18,7.0,,2022-04-28
1940,1940,2022-04-28 07:18:29.087771,Thursday,07:18,7.0,,2022-04-28
1941,1941,2022-04-28 07:18:54.180356,Thursday,07:18,7.0,,2022-04-28
1942,1942,2022-04-28 07:19:19.306651,Thursday,07:19,11.0,,2022-04-28
1943,1943,2022-04-28 07:19:44.414849,Thursday,07:19,11.0,,2022-04-28
1944,1944,2022-04-28 07:20:09.581163,Thursday,07:20,11.0,,2022-04-28
1945,1945,2022-04-28 07:20:34.704957,Thursday,07:20,15.0,,2022-04-28
1946,1946,2022-04-28 07:20:59.797501,Thursday,07:20,15.0,,2022-04-28
1947,1947,2022-04-28 07:21:24.894546,Thursday,07:21,19.0,,2022-04-28
1948,1948,2022-04-28 07:21:50.033966,Thursday,07:21,19.0,,2022-04-28
1949,1949,2022-04-28 07:22:15.157808,Thursday,07:22,23.0,,2022-04-28
1950,1950,2022-04-28 07:22:40.281602,Thursday,07:22,23.0,,2022-04-28
1951,1951,2022-04-28 07:23:05.377537,Thursday,07:23,23.0,,2022-04-28
1952,1952,2022-04-28 07:23:30.501332,Thursday,07:23,25.0,,2022-04-28
1953,1953,2022-04-28 07:23:55.609501,Thursday,07:23,25.0,,2022-04-28
1954,1954,2022-04-28 07:24:20.707108,Thursday,07:24,22.0,,2022-04-28
1955,1955,2022-04-28 07:24:45.830889,Thursday,07:24,22.0,,2022-04-28
1956,1956,2022-04-28 07:25:10.990042,Thursday,07:25,22.0,,2022-04-28
1957,1957,2022-04-28 07:25:36.113798,Thursday,07:25,22.0,,2022-04-28
1958,1958,2022-04-28 07:26:01.237366,Thursday,07:26,22.0,,2022-04-28
1959,1959,2022-04-28 07:26:26.321861,Thursday,07:26,26.0,,2022-04-28
1960,1960,2022-04-28 07:26:51.420106,Thursday,07:26,26.0,,2022-04-28
1961,1961,2022-04-28 07:27:16.531478,Thursday,07:27,30.0,,2022-04-28
1962,1962,2022-04-28 07:27:41.639606,Thursday,07:27,30.0,,2022-04-28
1963,1963,2022-04-28 07:28:06.779305,Thursday,07:28,30.0,,2022-04-28
1964,1964,2022-04-28 07:28:31.903057,Thursday,07:28,30.0,,2022-04-28
1965,1965,2022-04-28 07:28:57.011188,Thursday,07:28,30.0,,2022-04-28
1966,1966,2022-04-28 07:29:22.153810,Thursday,07:29,30.0,,2022-04-28
1967,1967,2022-04-28 07:29:47.246302,Thursday,07:29,30.0,,2022-04-28
1968,1968,2022-04-28 07:30:12.431185,Thursday,07:30,30.0,,2022-04-28
1969,1969,2022-04-28 07:30:37.554895,Thursday,07:30,30.0,,2022-04-28
1970,1970,2022-04-28 07:31:02.667635,Thursday,07:31,30.0,,2022-04-28
1971,1971,2022-04-28 07:31:27.760112,Thursday,07:31,30.0,,2022-04-28
1972,1972,2022-04-28 07:31:52.885080,Thursday,07:31,30.0,,2022-04-28
1973,1973,2022-04-28 07:32:17.994930,Thursday,07:32,34.0,,2022-04-28
1974,1974,2022-04-28 07:32:43.087398,Thursday,07:32,34.0,,2022-04-28
1975,1975,2022-04-28 07:33:08.230598,Thursday,07:33,34.0,,2022-04-28
1976,1976,2022-04-28 07:33:33.338689,Thursday,07:33,36.0,,2022-04-28
1977,1977,2022-04-28 07:33:58.431158,Thursday,07:33,36.0,,2022-04-28
1978,1978,2022-04-28 07:34:23.526088,Thursday,07:34,32.0,,2022-04-28
1979,1979,2022-04-28 07:34:48.618539,Thursday,07:34,32.0,,2022-04-28
1980,1980,2022-04-28 07:35:13.777336,Thursday,07:35,32.0,,2022-04-28
1981,1981,2022-04-28 07:35:38.916643,Thursday,07:35,32.0,,2022-04-28
1982,1982,2022-04-28 07:36:04.023755,Thursday,07:36,32.0,,2022-04-28
1983,1983,2022-04-28 07:36:29.131814,Thursday,07:36,34.0,,2022-04-28
1984,1984,2022-04-28 07:36:54.239871,Thursday,07:36,34.0,,2022-04-28
1985,1985,2022-04-28 07:37:19.352248,Thursday,07:37,38.0,,2022-04-28
1986,1986,2022-04-28 07:37:44.460305,Thursday,07:37,38.0,,2022-04-28
1987,1987,2022-04-28 07:38:09.586966,Thursday,07:38,38.0,,2022-04-28
1988,1988,2022-04-28 07:38:34.695051,Thursday,07:38,38.0,,2022-04-28
1989,1989,2022-04-28 07:38:59.865606,Thursday,07:38,38.0,,2022-04-28
1990,1990,2022-04-28 07:39:24.963429,Thursday,07:39,38.0,,2022-04-28
1991,1991,2022-04-28 07:39:50.071471,Thursday,07:39,38.0,,2022-04-28
1992,1992,2022-04-28 07:40:15.162543,Thursday,07:40,38.0,,2022-04-28
1993,1993,2022-04-28 07:40:40.270569,Thursday,07:40,38.0,,2022-04-28
1994,1994,2022-04-28 07:41:05.410810,Thursday,07:41,38.0,,2022-04-28
1995,1995,2022-04-28 07:41:30.503213,Thursday,07:41,39.0,,2022-04-28
1996,1996,2022-04-28 07:41:55.642483,Thursday,07:41,39.0,,2022-04-28
1997,1997,2022-04-28 07:42:20.758674,Thursday,07:42,35.0,,2022-04-28
1998,1998,2022-04-28 07:42:45.882322,Thursday,07:42,35.0,,2022-04-28
1999,1999,2022-04-28 07:43:10.990090,Thursday,07:43,35.0,,2022-04-28
2000,2000,2022-04-28 07:43:36.098086,Thursday,07:43,35.0,,2022-04-28
2001,2001,2022-04-28 07:44:01.255232,Thursday,07:44,35.0,,2022-04-28
2002,2002,2022-04-28 07:44:26.363254,Thursday,07:44,35.0,,2022-04-28
2003,2003,2022-04-28 07:44:51.471259,Thursday,07:44,35.0,,2022-04-28
2004,2004,2022-04-28 07:45:16.592626,Thursday,07:45,35.0,,2022-04-28
